County,Sub-county,January 2019,February 2019,March 2019,April 2019,May 2019,June 2019,July 2019,August 2019,September 2019,October 2019,November 2019,December 2019,January 2020,February 2020,March 2020,April 2020,May 2020,June 2020,July 2020,August 2020,September 2020,October 2020,November 2020,December 2020,January 2021,February 2021,March 2021,April 2021,May 2021,June 2021,July 2021,August 2021,September 2021,October 2021,November 2021,December 2021,January 2022,February 2022,March 2022,April 2022,May 2022,June 2022,July 2022,August 2022,September 2022,October 2022,November 2022,December 2022,January 2023,February 2023,March 2023,April 2023,May 2023,June 2023,July 2023,August 2023,September 2023
Meru County,Igembe Central Sub County,63.395782470703125,47.5783805847168,37.97132873535156,39.98046875,64.22663116455078,53.1936149597168,40.64147567749024,35.33184814453125,35.27519607543945,56.45550155639648,103.2228546142578,113.51351928710938,100.79767608642578,94.73697662353516,76.46681213378906,96.93815612792967,124.13682556152344,82.85720825195312,62.79728317260742,53.582550048828125,47.75746536254883,55.03231430053711,100.09129333496094,86.56368255615234,79.83868408203125,54.15734100341797,48.91852951049805,68.0905990600586,92.6539077758789,77.7406234741211,49.09745788574219,41.52566909790039,37.64561462402344,37.20440673828125,50.61606216430664,77.88450622558594,84.5831298828125,62.37553405761719,50.060523986816406,54.35213470458984,73.58685302734375,56.77037811279297,45.39619827270508,38.4116439819336,37.044921875,39.20275115966797,81.15017700195312,86.41639709472656,67.75189971923828,47.66747283935547,45.44496536254883,86.60693359375,105.9369125366211,76.06157684326172,56.73543548583984,48.21896362304688,42.37022399902344
Meru County,Igembe North Sub County,51.25987243652344,38.5172004699707,30.251197814941406,32.52729034423828,52.22716522216797,41.74149703979492,30.71171188354492,26.964298248291016,26.614229202270508,42.89398956298828,85.83454895019531,103.34290313720705,93.24520111083984,83.7209701538086,63.95480728149414,84.95793151855469,103.69161224365234,61.76665878295898,46.55887985229492,39.04689025878906,34.86408615112305,44.8587760925293,88.66669464111328,72.10366821289062,63.0095329284668,43.12092590332031,38.26532745361328,44.76640701293945,61.532318115234375,51.46758270263672,34.09901428222656,30.000057220458984,27.78838157653809,26.803686141967773,35.42753982543945,62.48281478881836,66.54663848876953,47.902156829833984,37.207786560058594,35.60500717163086,44.43390274047852,36.526634216308594,30.87187767028809,27.347150802612305,26.229061126708984,27.21177864074707,60.80142211914063,66.04856872558594,52.8418083190918,36.49738311767578,34.94644927978516,74.33624267578125,87.70250701904297,57.31605529785156,42.79782485961914,36.37223815917969,31.693897247314453
Meru County,Igembe South Sub County,71.79151916503906,52.51500701904297,42.03519821166992,46.34777069091797,74.99333190917969,57.10855102539063,44.65143203735352,41.53277969360352,42.03173065185547,67.26799774169922,108.57079315185548,118.6806182861328,98.3566665649414,90.63720703125,78.99783325195312,102.1551284790039,127.135009765625,86.52213287353516,64.58741760253906,52.96587371826172,48.12135696411133,59.47134017944336,107.46150207519533,89.92911529541016,82.84973907470703,56.47859954833984,51.84465026855469,86.81466674804688,103.60448455810548,84.38938903808594,54.634254455566406,46.95065689086914,41.536502838134766,41.22983551025391,53.78385543823242,87.89641571044922,95.59798431396484,73.6468505859375,56.91509628295898,65.56116485595703,92.9473648071289,68.69986724853516,55.54606246948242,47.70988845825195,45.48173904418945,47.83481979370117,97.11591339111328,100.51226043701172,78.49859619140625,53.11064147949219,52.86295700073242,93.53308868408205,100.08470916748048,75.37342071533203,58.45611190795898,51.91722106933594,46.40160369873047
Garissa County,Ijara Sub County,59.01305770874024,51.6976203918457,47.37545776367188,54.32329559326172,74.90924835205078,90.82404327392578,83.20523071289062,78.94488525390625,80.79801177978516,80.84709167480469,91.11749267578124,83.85476684570312,75.70404815673828,69.12882995605469,60.94242477416992,68.44991302490234,88.6370849609375,100.29608154296876,96.97412109375,94.30438995361328,86.2354736328125,79.7590560913086,82.99008178710938,71.38819885253906,59.69705581665039,52.512672424316406,50.16083908081055,65.3273696899414,86.53685760498047,89.67513275146484,83.3938217163086,76.89965057373047,70.28240203857422,60.15633392333984,59.89635467529297,70.12313079833984,64.89733123779297,57.31715393066406,53.565128326416016,61.50653839111328,93.65267181396484,93.95793151855467,94.62992095947266,90.34172058105467,80.7452621459961,67.91130065917969,80.64803314208984,69.38856506347656,65.68807220458984,54.67243576049805,50.30758285522461,56.7032585144043,90.75486755371094,83.66397094726562,81.05867767333984,78.71300506591797,72.8622817993164
Kakamega County,Ikolomani Sub County,123.9895477294922,96.03327178955078,86.77798461914062,94.87570190429688,126.889892578125,128.6897735595703,130.5486602783203,121.72885131835938,122.30093383789062,107.84461975097656,130.36676025390625,121.42842864990234,124.41188049316406,121.2190170288086,112.98565673828124,102.81430053710938,128.63436889648438,123.51164245605467,123.34107208251952,118.1592254638672,126.77050018310548,127.00057220458984,142.06114196777344,136.95602416992188,133.13185119628906,107.83396911621094,102.4973602294922,103.83464813232422,125.10707092285156,136.48883056640625,122.01435089111328,119.45653533935548,110.07261657714844,124.6755828857422,128.8102264404297,117.9482650756836,104.78520965576172,105.28197479248048,108.41706085205078,104.55159759521484,121.13658905029295,127.55453491210938,127.72885131835938,114.3877410888672,124.96866607666016,137.53639221191406,126.44405364990234,122.48987579345705,126.31835174560548,94.70680236816406,86.47998046875,110.55145263671876,145.15223693847656,135.19285583496094,134.7019500732422,130.6022186279297,122.13176727294922
Mombasa County,Jomvu Sub County,51.23725891113281,42.021732330322266,35.9451904296875,33.91754913330078,51.33028793334961,72.58904266357422,67.72115325927734,62.66288375854492,65.11288452148438,70.59711456298828,81.56298065185547,66.34442901611328,61.70360565185547,64.16519165039062,51.26153564453125,48.71134185791016,73.78197479248047,81.671875,72.22769927978516,64.13134765625,61.6925048828125,67.72634887695312,74.75120544433594,71.4080810546875,56.711544036865234,43.18634796142578,35.39557647705078,30.379568099975582,40.720191955566406,43.635772705078125,46.55423355102539,42.49192428588867,39.75192260742188,38.47259521484375,37.7725944519043,33.99346160888672,46.05611801147461,40.7674446105957,45.87335205078125,41.69096374511719,65.24687194824219,73.21500396728516,72.80750274658203,74.94807434082031,61.91068649291992,62.101749420166016,66.23140716552734,61.52019119262695,43.40240478515625,38.58576965332031,32.4665412902832,33.48894119262695,72.16610717773438,77.82673645019531,74.56326293945312,74.37635040283203,63.2834587097168
Kiambu County,Juja Sub County,112.9805908203125,90.81101989746094,67.87480163574219,62.24562072753906,84.96710205078125,80.14298248291016,81.59576416015625,64.75161743164062,66.97665405273438,76.82823944091797,109.06654357910156,109.90589904785156,116.33216094970705,119.13516998291016,111.30868530273438,103.10891723632812,116.62696075439452,96.69441986083984,87.20952606201172,75.76972961425781,79.78308868408203,77.39720153808594,113.07442474365234,119.80573272705078,114.63319396972656,96.44728088378906,91.69035339355467,106.72621154785156,100.34423065185548,95.71760559082033,70.70408630371094,62.99702072143555,62.695350646972656,64.89179992675781,73.17520141601562,89.7221450805664,110.03858947753906,89.06024932861328,82.32437133789062,81.71479797363281,101.84016418457033,87.18609619140625,74.61490631103516,64.21379089355469,61.7908821105957,62.071285247802734,85.85652160644531,101.07913970947266,101.38317108154295,72.16943359375,62.1678466796875,81.84503936767578,114.11974334716795,87.79164123535156,69.08799743652344,65.81558227539062,66.93376159667969
Kiambu County,Kabete Sub County,138.71682739257812,116.9513168334961,91.67774963378906,80.96642303466797,98.61540222167967,94.74419403076172,117.83124542236328,102.79627227783205,108.41128540039062,110.76617431640624,127.71217346191406,118.81261444091795,133.23985290527344,142.83859252929688,132.53663635253906,118.1387176513672,137.77740478515625,116.0734634399414,115.09945678710938,105.37236785888672,117.54386138916016,115.6778564453125,145.98971557617188,147.02105712890625,139.55381774902344,124.8307113647461,124.1463851928711,130.22601318359375,111.20052337646484,118.94013214111328,100.08782958984376,93.94692993164062,100.07149505615234,103.6171875,109.3803482055664,111.77950286865234,134.0032958984375,126.26456451416016,123.9833984375,106.59101104736328,118.44023895263672,103.33805084228516,100.99922943115234,89.35274505615234,91.7096710205078,98.41187286376952,111.79727172851562,121.53947448730467,139.25424194335938,100.45043182373048,84.57630920410156,101.0504379272461,129.9925994873047,113.15679931640624,96.9491195678711,101.7690887451172,96.2379379272461
Homa Bay County,Kabondo Kasipul Sub County,112.8057098388672,91.82855224609376,94.08328247070312,90.65066528320312,122.69349670410156,118.3272476196289,127.71015167236328,120.13166046142578,125.53770446777344,112.04425811767578,124.65729522705078,114.33699798583984,122.05476379394533,123.5610122680664,116.9417953491211,102.48452758789062,132.3736114501953,127.27881622314452,127.50593566894533,118.76292419433594,129.173583984375,127.91221618652344,148.2062530517578,132.0145263671875,128.4414520263672,114.96163940429688,109.35777282714844,113.25482940673828,125.6174545288086,136.8273162841797,131.79249572753906,116.88970184326172,108.65312957763672,121.7830810546875,119.56189727783205,111.86590576171876,107.85637664794922,106.72911834716795,108.73198699951172,107.77558135986328,120.66654205322266,128.0204315185547,132.79415893554688,119.23841094970705,125.7090072631836,137.722412109375,119.61284637451172,115.07427215576172,123.12528228759766,93.13909149169922,91.35297393798828,108.47083282470705,147.0435028076172,134.28160095214844,131.21641540527344,119.89363861083984,114.88232421875
Bungoma County,Kabuchai Sub County,93.1570816040039,76.93991088867188,72.57359313964844,83.33479309082031,127.99502563476562,127.94570922851562,120.43795013427734,110.18829345703124,120.18644714355467,113.79471588134766,119.44566345214844,120.32196807861328,112.00543975830078,114.75653839111328,104.66727447509766,95.50074768066406,125.78533172607422,121.46907806396484,109.2707290649414,102.08362579345705,116.95785522460938,119.80010223388672,142.11256408691406,122.99530792236328,110.3737564086914,93.61528778076172,88.36601257324219,101.32125854492188,126.91812896728516,136.98451232910156,115.36231994628906,108.01416778564452,105.40206909179688,129.98330688476562,130.49420166015625,108.54830169677734,86.59107971191406,83.8014144897461,83.67326354980469,85.80560302734375,125.50043487548828,128.7570037841797,121.44859313964844,107.87229919433594,123.33890533447266,138.0550994873047,120.76261901855467,108.69466400146484,110.91252136230467,78.147705078125,73.68031311035156,102.8317413330078,149.9856719970703,136.96995544433594,118.23866271972656,115.13240814208984,118.77507781982422
West Pokot County,Kacheliba Sub County,38.761962890625,29.482236862182617,29.412687301635746,37.33534240722656,66.02265930175781,84.24371337890625,88.41375732421875,92.5476303100586,85.8092269897461,81.27363586425781,84.23622131347656,90.72953033447266,77.79077911376953,76.58222961425781,73.40363311767578,75.88849639892578,106.81302642822266,93.61165618896484,89.04705810546875,100.92041778564452,102.40416717529295,91.47401428222656,91.58880615234376,64.7296142578125,46.13135147094727,36.72771453857422,34.882747650146484,49.70125961303711,81.33014678955078,78.12382507324219,67.57585906982422,78.8808822631836,76.19132995605469,78.80205535888672,58.69387435913086,43.358882904052734,34.79346466064453,36.71611404418945,34.10060119628906,39.80353546142578,72.6020278930664,70.98388671875,70.15608978271484,77.26274108886719,81.22391510009766,61.60765838623047,54.20904541015625,39.873531341552734,36.27320861816406,27.02636337280273,39.673675537109375,73.09442138671875,93.34265899658205,73.00025177001953,60.28845977783203,51.101348876953125,49.775184631347656
Makueni County,Kaiti Sub County,114.1952896118164,94.38208770751952,72.80052947998047,73.49525451660156,100.63795471191406,94.75022888183594,84.97101593017578,65.82330322265625,64.09131622314453,78.81129455566406,114.43606567382812,113.89144134521484,119.46930694580078,120.23308563232422,108.2392578125,108.13307189941406,128.24510192871094,112.60520935058594,92.1457977294922,81.93109130859375,78.1701431274414,69.80524444580078,105.3623504638672,116.97196197509766,125.85433197021484,96.2669448852539,84.77935791015625,109.01464080810548,113.01586151123048,109.34038543701172,84.65978240966797,76.69100952148438,71.01383209228516,66.09610748291016,71.19100189208984,90.74236297607422,109.63330841064452,93.48700714111328,93.3988800048828,96.71126556396484,112.15148162841795,95.97977447509766,77.56108093261719,69.94242095947266,63.45987701416016,65.27701568603516,88.24333953857422,102.3430633544922,102.85678100585938,77.25141906738281,65.83133697509766,88.74691772460938,125.22480010986328,111.646728515625,93.13513946533205,83.43043518066406,70.65555572509766
Kajiado County,Kajiado Central Sub County,67.4555892944336,49.92446899414063,39.26932907104492,40.12007522583008,84.19188690185547,64.23957824707031,46.219085693359375,35.43293380737305,33.902732849121094,48.194862365722656,75.20158386230469,92.59942626953124,112.0620574951172,115.58126831054688,99.16966247558594,96.5024871826172,110.6586456298828,85.38796997070312,64.99467468261719,51.98778533935547,45.82398223876953,41.21097946166992,56.95026779174805,68.71935272216797,70.16825103759766,78.197021484375,83.04788208007812,85.8910903930664,79.61866760253906,65.95111083984375,43.35201644897461,36.41779708862305,34.11216735839844,34.43242645263672,38.45795822143555,52.53622055053711,56.8119010925293,60.65453720092773,66.9598388671875,62.70904922485352,68.45487213134766,48.38016891479492,39.64673614501953,32.374874114990234,29.639253616333008,32.63363265991211,41.28987503051758,52.26450729370117,54.106178283691406,37.63029098510742,39.93238067626953,66.06158447265625,85.9905014038086,58.03929901123047,38.10541534423828,32.05658721923828,33.74810028076172
Kajiado County,Kajiado East Sub County,72.92633056640625,47.68789291381836,34.1731071472168,34.047706604003906,61.57888412475586,48.307273864746094,38.31713104248047,29.132339477539062,29.743595123291016,44.928367614746094,75.18991088867188,90.47638702392578,105.44137573242188,106.62300872802734,92.79996490478516,90.2413330078125,101.34540557861328,72.81859588623047,54.24311065673828,44.148345947265625,40.79965591430664,37.62752532958984,64.07128143310547,79.04718780517578,68.97624969482422,69.44890594482422,67.20085906982422,78.01947021484375,80.92863464355469,66.83358764648438,41.65665817260742,34.30647277832031,32.41371536254883,31.42989730834961,35.856258392333984,68.81816101074219,76.15249633789062,54.61935424804688,52.83030319213867,56.7066650390625,62.317012786865234,45.183712005615234,36.40803146362305,30.14531135559082,27.930326461791992,30.803674697875977,46.28246307373047,58.46924209594727,44.54973983764648,29.79620742797852,30.035057067871094,50.538536071777344,79.51788330078125,49.509395599365234,32.31544494628906,28.810726165771484,29.301734924316406
Kajiado County,Kajiado North Sub County,101.37686920166016,78.61117553710938,58.9509391784668,53.66413116455078,84.30973815917969,88.4826889038086,87.68318176269531,62.683685302734375,70.83545684814453,75.87016296386719,100.5612564086914,100.00873565673828,112.59900665283205,117.31537628173828,106.81587982177734,102.35923767089844,120.4712371826172,98.86988067626952,89.83092498779297,78.59479522705078,78.65592193603516,77.90801239013672,107.2635498046875,112.20989990234376,101.07546997070312,95.5533218383789,96.85126495361328,102.74038696289062,96.92595672607422,94.53253173828124,78.0550308227539,69.10005187988281,63.88495635986328,65.05620574951172,74.32356262207031,81.62406158447266,90.59210968017578,85.32843017578125,81.31668090820312,76.78943634033203,93.83849334716795,90.72317504882812,79.7035903930664,66.02909088134766,64.31951141357422,63.74507522583008,81.91494750976562,90.6122817993164,92.08988189697266,62.5689697265625,56.2407112121582,81.17927551269531,113.24156188964844,89.03965759277344,67.29070281982422,63.864383697509766,66.45613861083984
Kajiado County,Kajiado West Sub County,44.79574203491211,34.268672943115234,27.407127380371094,29.720703125,64.3658676147461,51.94123840332031,42.16697311401367,32.78826141357422,32.51532745361328,37.85026550292969,52.63484573364258,76.31401824951172,103.10005950927734,105.60585021972656,91.27388763427734,91.56124877929688,113.91455078125,84.04119110107422,68.01651000976562,51.5179328918457,45.90853500366211,39.99655151367188,44.6065673828125,46.13115310668945,48.09709930419922,63.730995178222656,63.89694595336914,74.36639404296875,76.6535415649414,65.98360443115234,42.61400604248047,34.91035461425781,34.391990661621094,32.87113571166992,32.72309875488281,36.02653884887695,37.946250915527344,52.05278778076172,54.10050201416016,50.22686767578125,70.1345443725586,54.38947677612305,40.260345458984375,30.84697532653809,30.821516036987305,31.08583641052246,35.52406692504883,41.42193984985352,41.79633712768555,26.313867568969727,33.318504333496094,61.80863571166992,78.43780517578125,52.36483383178711,35.84708404541016,30.44799041748047,33.10211181640625
Kilifi County,Kaloleni Sub County,72.93262481689453,56.33259582519531,48.57149505615234,51.9805793762207,78.37035369873047,101.26995849609376,90.15711212158205,80.88141632080078,82.56073760986328,93.22705841064452,111.2933578491211,94.47310638427734,82.88245391845703,83.6039047241211,72.3039321899414,69.54762268066406,98.54259490966795,101.55976104736328,93.53990173339844,88.47350311279297,83.07292938232422,87.7463150024414,95.62907409667967,87.0650405883789,68.33576202392578,50.91574096679688,43.20769882202149,46.38284683227539,65.10051727294922,69.51569366455078,66.96202087402344,60.06808471679688,55.57149505615234,46.63873291015625,45.07094955444336,50.46223068237305,65.1702880859375,55.28760528564453,60.87580108642578,63.09088134765625,91.2757797241211,93.10941314697266,90.17910766601562,83.2803955078125,72.27177429199219,80.4498519897461,94.87560272216795,84.02436828613281,47.46937561035156,45.48731231689453,48.58736801147461,52.30927276611328,89.85909271240234,96.92940521240234,96.90253448486328,89.05033111572266,70.50523376464844
Nairobi County,Kamukunji Sub County,9.044270515441896,6.462499618530273,5.076388835906982,5.0546875,7.424479007720947,7.080555438995361,7.095139026641846,5.895833492279053,6.531944274902344,9.21788215637207,11.95486068725586,10.31944465637207,12.2265625,12.625,11.436111450195312,11.556249618530272,12.231770515441896,9.75,7.900693893432617,7.962499618530273,8.89305591583252,8.612499237060547,11.575520515441896,12.1875,10.498397827148438,8.91249942779541,9.311111450195312,11.020833015441896,10.104166984558104,9.918750762939451,6.844444274902344,5.472222328186035,5.596527576446533,7.67100715637207,6.495659828186035,10.940277099609377,12.601640701293944,8.987598419189453,6.907737731933594,7.768055438995361,9.59548568725586,7.592361450195312,5.702778339385986,5.106944561004639,5.175154685974121,6.016414165496826,8.489969253540039,12.13368034362793,11.941840171813965,7.110416889190674,6.342360496520996,8.684895515441895,11.56944465637207,10.02430534362793,6.9562506675720215,6.019444942474365,6.222917079925537
Muranga County,Kandara Sub County,159.8363800048828,143.22885131835938,121.7073211669922,116.4016571044922,133.49522399902344,117.33309936523438,125.22480010986328,107.95670318603516,109.90906524658205,121.9341278076172,137.36146545410156,138.6122283935547,140.7680206298828,148.82749938964844,141.83511352539062,127.26151275634766,155.10523986816406,132.62110900878906,119.04027557373048,107.32989501953124,120.30503845214844,125.41474151611328,159.19558715820312,165.0596160888672,162.9707489013672,145.86866760253906,139.04550170898438,145.15342712402344,127.73350524902344,133.35365295410156,106.96707916259766,102.65625762939452,106.72370147705078,116.86016845703124,142.33306884765625,134.02294921875,149.80006408691406,133.93434143066406,137.80870056152344,130.0071563720703,142.85086059570312,124.0537338256836,112.43975830078124,107.7724838256836,111.11222839355467,108.40499114990234,131.64195251464844,147.1202850341797,171.7532196044922,140.03472900390625,112.85806274414062,117.99722290039062,152.20384216308594,133.11199951171875,120.6146240234375,120.64447784423828,110.75456237792967
Bungoma County,Kanduyi Sub County,87.28669738769531,72.00300598144531,71.64823913574219,77.6737289428711,113.3752212524414,114.86775207519533,112.4368896484375,106.4127960205078,116.16535949707033,108.0733642578125,112.2658920288086,110.5161361694336,105.34326171875,107.90234375,102.02277374267578,93.42882537841795,112.40080261230467,113.011474609375,102.27173614501952,99.60042572021484,115.5102310180664,116.83329010009766,133.4267578125,117.11238098144533,106.0981674194336,90.84416198730467,85.9644775390625,95.47004699707033,115.5006866455078,123.88275146484376,108.97574615478516,102.28609466552734,101.78765869140624,122.3310089111328,120.89738464355467,103.2374038696289,87.48565673828125,90.32347869873048,91.6743621826172,88.05240631103516,114.29841613769533,116.9244384765625,113.70075988769533,102.9465789794922,116.37742614746094,129.2041473388672,112.26744079589844,103.9893798828125,105.7814483642578,75.32756042480469,72.79084777832031,100.54338073730467,136.4208221435547,125.03678131103516,113.7704620361328,110.385986328125,112.2743911743164
Muranga County,Kangema Sub County,183.7906188964844,168.78587341308594,164.62750244140625,151.44773864746094,149.38844299316406,121.51451873779295,138.18182373046875,136.0186309814453,152.08444213867188,144.61077880859375,135.15805053710938,137.4616241455078,147.64920043945312,167.1951141357422,163.19760131835938,135.84393310546875,169.37632751464844,135.4747772216797,126.4267349243164,128.9657440185547,155.39173889160156,164.69754028320312,170.8670654296875,171.88685607910156,180.93263244628903,162.8922576904297,167.5712890625,160.49020385742188,137.34999084472656,136.87147521972656,116.21629333496094,126.1648178100586,132.69007873535156,146.32972717285156,157.82095336914062,138.85487365722656,165.0592803955078,159.3003692626953,178.34326171875,160.59423828125,161.20108032226562,141.5987091064453,133.8253936767578,131.65994262695312,148.9364776611328,172.63975524902344,150.12057495117188,155.8771209716797,190.1042938232422,174.2722930908203,148.8628692626953,139.03033447265625,162.52574157714844,136.29470825195312,129.37466430664062,154.82321166992188,154.77301025390625
Machakos County,Kangundo Sub County,130.78359985351562,103.34388732910156,78.54442596435547,79.11613464355469,105.92994689941406,95.59825897216795,88.0210189819336,68.12134552001953,67.1224365234375,83.39128112792969,113.7187957763672,122.18463134765624,127.4228057861328,129.20803833007812,120.00537872314452,123.25778198242188,142.65579223632812,127.23674774169922,108.86270141601562,95.65904235839844,90.02474975585938,78.16016387939453,119.33837127685548,137.73545837402344,141.5236358642578,102.54953002929688,90.20647430419922,112.8462371826172,119.7159423828125,116.50922393798828,92.41638946533205,76.75245666503906,69.2011947631836,66.53007507324219,74.46725463867188,97.67529296875,127.78633880615234,108.9788589477539,100.45769500732422,106.65586853027344,126.28260803222656,109.22753143310548,91.74591064453124,78.81863403320312,76.42595672607422,74.64695739746094,98.82054901123048,124.50818634033205,126.71431732177734,86.28353881835938,71.89703369140625,98.66796112060548,138.6424560546875,112.75243377685548,86.96533203125,82.0947494506836,72.13328552246094
Uasin Gishu County,Kapseret Sub County,97.99343872070312,78.86930084228516,61.59968948364258,53.896732330322266,88.8431625366211,108.43143463134766,130.19996643066406,125.998779296875,134.16970825195312,124.75173950195312,122.09251403808594,116.04859161376952,122.1457748413086,120.4401397705078,105.78826904296876,88.9764404296875,111.92548370361328,110.88273620605467,114.7661361694336,118.9928970336914,127.88488006591795,123.5198211669922,141.95298767089844,111.32418823242188,93.47469329833984,87.09730529785156,78.93577575683594,79.1894760131836,101.39531707763672,117.46832275390624,108.05650329589844,119.85987854003906,113.28646850585938,132.06402587890625,123.2047348022461,94.26773071289062,81.00206756591797,84.26480102539062,81.59906005859375,66.07093048095703,101.59754943847656,115.49928283691406,118.2501983642578,119.52566528320312,135.4033660888672,126.03998565673828,100.15501403808594,91.81903839111328,104.77981567382812,75.3617172241211,69.20187377929688,94.22518157958984,123.7563247680664,119.03140258789062,127.20197296142578,134.51820373535156,128.03355407714844
Homa Bay County,Karachuonyo Sub County,53.82333755493164,39.957176208496094,44.49934768676758,42.71835708618164,61.87210464477539,58.91762924194336,56.9562873840332,49.82455062866211,50.86470031738281,52.22285842895508,54.872291564941406,53.42154693603516,58.0693244934082,59.23618316650391,58.889793395996094,53.93012619018555,64.86336517333984,65.56875610351562,61.04901123046875,55.88201141357422,65.04829406738281,61.66424560546875,70.01457214355469,62.43865203857422,60.35156631469727,48.58073425292969,43.485801696777344,52.433868408203125,65.23579406738281,67.34130859375,59.84593963623047,51.03637313842773,53.048099517822266,58.74391174316406,49.85087585449219,41.740230560302734,47.32184600830078,49.795936584472656,50.17226409912109,50.14616012573242,59.92564392089844,63.89389801025391,60.95998764038086,56.656471252441406,61.13861846923828,59.22821044921875,50.89190673828125,52.59767150878906,55.32148361206055,36.82805252075195,37.27971267700195,56.81237411499024,73.15166473388672,65.34496307373047,62.65028762817383,50.80058670043945,49.357460021972656
Nairobi County,Kasarani Sub County,72.53467559814453,52.63916778564453,35.68770217895508,31.944698333740234,43.78125,45.15150833129883,47.97842788696289,35.05863571166992,34.496707916259766,43.82826614379883,73.93081665039062,79.34012603759766,88.31021118164062,88.26759338378906,78.31166076660156,74.32038116455078,81.90402221679688,60.058101654052734,50.61827850341797,41.49277877807617,40.11892318725586,37.23761749267578,54.138710021972656,66.88706970214844,62.26441192626953,57.50498580932617,63.832950592041016,70.30958557128906,67.9896011352539,64.71065521240234,44.96805191040039,36.43798065185547,33.9630241394043,36.361175537109375,36.78850555419922,54.30488586425781,71.02892303466797,50.4656867980957,42.998985290527344,47.880027770996094,63.74639892578125,45.810691833496094,39.0382080078125,30.636289596557617,29.523765563964844,32.288021087646484,46.34628677368164,50.72560501098633,41.21035003662109,31.051830291748047,32.947303771972656,55.862831115722656,83.15065002441406,54.42330932617188,38.40598678588867,34.018463134765625,31.31192779541016
Machakos County,Kathiani Sub County,116.7960433959961,92.64842987060548,67.8545150756836,66.13972473144531,93.72869110107422,82.41334533691406,75.87969970703125,58.7372932434082,59.17966842651367,73.91584777832031,106.2708969116211,110.67171478271484,117.38580322265624,120.5734634399414,113.17933654785156,112.4097900390625,130.3714599609375,115.32646942138672,98.73039245605467,86.3800048828125,80.69559478759766,69.85972595214844,103.69864654541016,115.7125015258789,121.79678344726562,92.3699722290039,83.30548095703125,106.39924621582033,112.49235534667967,109.0204849243164,82.26232147216797,70.38569641113281,65.05277252197266,62.342506408691406,63.70760726928711,85.08918762207031,114.3423843383789,97.4551239013672,92.3469696044922,97.56886291503906,114.00274658203124,95.16978454589844,80.59415435791016,69.06096649169922,67.1742935180664,65.14912414550781,86.7438735961914,104.01566314697266,103.78237915039062,71.33586883544922,62.19795227050781,87.58079528808594,125.82575225830078,99.94873809814452,78.20343780517578,72.48355865478516,64.77506256103516
Elgeyo Marakwet County,Keiyo North Sub County,114.6292953491211,92.01107788085938,74.84429168701172,74.79264831542969,107.49991607666016,126.56044006347656,145.07533264160156,139.45611572265625,154.2460174560547,137.3282928466797,136.30722045898438,130.74713134765625,129.18264770507812,133.90786743164062,126.83554077148438,119.963623046875,156.90109252929688,141.7373046875,137.53334045410156,145.94207763671875,165.2937469482422,148.3986053466797,164.6195831298828,144.9207763671875,125.2895278930664,101.60308837890624,84.14463806152344,100.93263244628906,138.09596252441406,146.33197021484375,118.10206604003906,138.8052978515625,143.64773559570312,144.3702850341797,128.56781005859375,97.94639587402344,99.7172622680664,95.68177795410156,84.21532440185547,76.50540924072266,130.7769012451172,132.32737731933594,123.77076721191406,134.4711151123047,155.45767211914062,140.4241943359375,109.87483978271484,103.98908996582033,119.65023803710938,87.9823226928711,85.171142578125,115.1530532836914,157.3180389404297,136.2772979736328,132.76695251464844,143.96128845214844,140.29953002929688
Elgeyo Marakwet County,Keiyo South Sub County,140.16104125976562,119.69693756103516,101.1126937866211,88.10741424560547,114.27580261230467,124.5514907836914,145.57203674316406,139.83309936523438,155.49551391601562,138.9967041015625,138.0758514404297,128.2780303955078,140.8907470703125,142.9708709716797,138.70083618164062,120.03011322021484,152.90480041503906,135.58558654785156,132.91787719726562,140.6426239013672,160.7462158203125,149.6141815185547,167.6136932373047,155.3040313720703,143.8349609375,122.65565490722656,104.95026397705078,114.6663055419922,138.18809509277344,147.6947784423828,122.83454132080078,140.4965057373047,146.5875244140625,153.56411743164062,149.85321044921875,115.00875091552734,117.8704605102539,114.32776641845705,107.07223510742188,90.7522201538086,136.34414672851562,138.75424194335938,126.9575653076172,132.2342987060547,158.63975524902344,156.3382568359375,125.3309555053711,122.72478485107422,142.069091796875,112.3892822265625,99.7534637451172,127.15803527832033,158.75572204589844,141.97781372070312,140.20773315429688,155.8016815185547,151.6425018310547
Uasin Gishu County,Kesses Sub County,139.63735961914062,124.52501678466795,107.70111846923828,91.33051300048828,108.13055419921876,117.52822875976562,144.6651153564453,139.73463439941406,154.6448974609375,142.62698364257812,133.45872497558594,129.18923950195312,138.7781982421875,146.03053283691406,133.5782470703125,111.13957214355467,136.42994689941406,126.7798309326172,127.77776336669922,133.51504516601562,151.58668518066406,140.20033264160156,162.3814697265625,144.8928680419922,131.8859100341797,119.71100616455078,114.02769470214844,106.0831527709961,127.57176971435548,141.67127990722656,119.44361877441406,137.17652893066406,140.38729858398438,155.7828826904297,147.43922424316406,116.90343475341795,116.75180053710938,121.41975402832033,125.94374084472656,100.6296844482422,127.5119400024414,137.66966247558594,133.20106506347656,136.47430419921875,158.4239501953125,168.99447631835938,126.365234375,119.92593383789062,141.56724548339844,120.95594024658205,101.98894500732422,123.3255615234375,154.26271057128906,138.63194274902344,141.08822631835938,159.25096130371094,153.89207458496094
